weekday,time,lat,lon,d_i,death,injury
5,23,37,56,1,0,2
6,17,68,53,0,0,0
6,17,61,49,0,0,0
5,4,87,59,0,0,0
6,18,61,65,0,0,0
5,7,24,54,1,0,1
5,7,82,64,0,0,0
6,20,30,44,0,0,0
6,20,28,90,0,0,0
5,9,62,46,1,0,1
5,9,53,65,0,0,0
6,22,61,65,0,0,0
2,14,65,49,0,0,0
6,5,35,53,0,0,0
6,5,52,52,0,0,0
4,12,79,68,0,0,0
5,0,89,71,0,0,0
5,11,62,59,0,0,0
4,13,85,65,0,0,0
5,12,30,25,1,0,2
4,15,57,45,0,0,0
4,14,46,73,0,0,0
4,14,59,93,0,0,0
4,14,24,54,1,0,1
4,14,30,53,0,0,0
4,14,85,65,1,0,2
5,14,87,61,0,0,0
5,14,38,54,0,0,0
4,14,62,87,0,0,0
5,15,79,67,1,0,1
5,16,83,63,1,0,1
4,17,49,76,0,0,0
4,15,37,47,0,0,0
5,16,65,87,0,0,0
5,17,71,52,0,0,0
0,0,58,61,0,0,0
2,21,51,71,1,0,1
5,18,87,70,0,0,0
5,18,42,90,0,0,0
5,19,45,55,1,0,1
4,19,22,21,0,0,0
5,20,83,57,0,0,0
5,20,67,62,0,0,0
4,20,36,51,0,0,0
4,18,63,51,0,0,0
4,18,59,71,0,0,0
4,18,22,50,1,0,1
4,19,60,57,0,0,0
5,3,64,87,1,0,1
5,3,30,78,1,0,1
2,8,65,55,0,0,0
4,19,62,63,1,0,1
5,7,49,49,0,0,0
5,7,85,69,0,0,0
4,22,79,55,1,0,1
4,23,52,57,0,0,0
4,23,91,69,1,0,2
4,20,23,52,1,0,1
4,20,63,46,0,0,0
4,22,29,29,0,0,0
4,22,62,90,0,0,0
4,11,63,50,0,0,0
1,10,57,95,1,0,3
4,12,51,44,0,0,0
4,13,43,46,0,0,0
4,6,64,61,0,0,0
4,14,78,69,0,0,0
4,14,45,64,0,0,0
3,10,63,57,0,0,0
3,10,72,50,0,0,0
4,8,60,48,1,0,1
4,8,45,74,1,0,1
4,15,62,49,0,0,0
4,15,21,27,0,0,0
4,15,61,58,0,0,0
4,8,83,66,0,0,0
4,8,37,48,0,0,0
4,16,63,48,0,0,0
3,11,55,46,0,0,0
4,16,40,45,0,0,0
6,1,40,70,0,0,0
4,9,42,92,1,0,2
4,17,60,49,0,0,0
3,10,63,76,0,0,0
4,18,46,50,0,0,0
4,18,66,47,0,0,0
4,19,73,57,0,0,0
4,19,44,74,0,0,0
3,13,82,61,0,0,0
4,20,79,66,1,0,3
3,13,31,64,0,0,0
4,21,63,76,0,0,0
1,1,36,49,0,0,0
4,22,61,64,1,0,1
3,16,57,69,0,0,0
3,16,50,53,0,0,0
3,16,65,48,0,0,0
4,9,38,46,1,0,1
4,9,70,79,0,0,0
4,9,65,53,0,0,0
3,10,66,58,0,0,0
3,11,54,49,0,0,0
3,11,60,48,0,0,0
3,11,59,83,0,0,0
3,11,83,61,0,0,0
3,11,62,48,1,0,1
3,19,77,61,1,0,1
3,19,28,45,1,0,1
3,17,15,14,1,0,1
3,17,34,58,0,0,0
3,17,59,45,0,0,0
3,17,85,62,1,0,2
3,11,74,53,0,0,0
5,19,77,65,0,0,0
5,19,43,64,0,0,0
5,19,45,52,0,0,0
3,19,24,57,1,0,1
3,14,37,55,1,0,1
5,21,52,45,0,0,0
3,14,52,75,0,0,0
3,20,16,12,0,0,0
3,20,61,56,1,0,1
3,15,90,66,0,0,0
3,15,37,62,0,0,0
3,22,47,50,0,0,0
3,16,61,46,0,0,0
3,16,65,60,1,0,1
3,8,54,46,0,0,0
3,18,57,45,0,0,0
6,21,42,65,1,0,1
3,9,77,70,0,0,0
3,20,51,80,0,0,0
3,20,45,59,0,0,0
2,0,64,81,1,0,2
3,21,24,59,0,0,0
2,10,64,53,0,0,0
2,10,46,68,0,0,0
3,23,57,69,0,0,0
3,23,63,48,0,0,0
3,2,41,60,0,0,0
3,8,50,56,0,0,0
2,13,58,49,0,0,0
3,9,22,23,0,0,0
2,14,49,49,1,0,1
2,10,80,58,0,0,0
2,15,35,55,0,0,0
2,16,22,21,0,0,0
2,16,42,49,1,0,1
2,16,73,53,0,0,0
2,16,66,76,0,0,0
2,16,24,51,0,0,0
2,15,53,45,0,0,0
2,15,65,49,1,0,1
2,15,64,49,0,0,0
2,16,58,45,0,0,0
2,15,31,45,1,1,0
2,17,67,50,0,0,0
2,16,31,47,0,0,0
2,16,36,48,0,0,0
2,18,60,61,0,0,0
2,17,70,75,0,0,0
2,18,62,78,0,0,0
0,9,72,58,0,0,0
2,19,41,65,0,0,0
2,19,31,52,1,0,1
3,14,27,53,0,0,0
2,20,89,67,0,0,0
2,20,40,58,0,0,0
2,21,47,74,0,0,0
2,21,58,93,0,0,0
2,21,83,73,1,0,1
2,23,61,49,0,0,0
2,23,19,14,1,0,1
2,8,51,80,0,0,0
2,8,68,78,1,0,1
2,8,61,64,0,0,0
2,8,40,54,0,0,0
2,8,76,57,0,0,0
2,8,31,49,0,0,0
2,8,54,55,0,0,0
2,8,63,49,0,0,0
2,9,63,66,0,0,0
3,19,56,56,0,0,0
3,19,25,51,0,0,0
3,19,66,93,1,0,1
2,8,23,49,0,0,0
2,9,51,44,0,0,0
3,20,63,64,0,0,0
1,10,78,69,1,0,1
1,0,38,49,1,0,1
1,0,44,53,0,0,0
1,10,55,74,0,0,0
1,11,44,65,0,0,0
1,12,48,62,0,0,0
1,11,68,86,0,0,0
1,11,32,31,0,0,0
1,12,45,48,0,0,0
1,12,68,50,0,0,0
1,15,94,73,0,0,0
1,14,64,54,0,0,0
1,16,57,49,0,0,0
1,16,74,54,0,0,0
1,16,73,58,0,0,0
1,16,62,81,0,0,0
1,16,64,50,0,0,0
1,15,55,50,1,0,1
1,15,35,42,0,0,0
1,17,34,56,0,0,0
6,20,61,51,0,0,0
1,16,59,49,0,0,0
1,18,63,51,0,0,0
1,18,59,72,0,0,0
1,18,74,62,1,0,1
1,17,86,74,0,0,0
1,19,48,66,1,0,1
1,18,46,52,0,0,0
1,18,68,53,0,0,0
1,22,58,45,0,0,0
1,18,62,46,0,0,0
1,6,66,55,0,0,0
1,7,36,46,0,0,0
1,19,82,72,0,0,0
1,19,44,59,0,0,0
1,8,48,74,0,0,0
1,8,45,80,1,0,1
1,19,56,90,0,0,0
1,8,48,48,0,0,0
6,8,60,73,0,0,0
1,20,42,92,0,0,0
1,20,36,63,1,0,1
1,9,60,45,0,0,0
1,9,69,55,0,0,0
1,9,65,77,0,0,0
1,9,55,89,0,0,0
6,9,36,41,1,0,1
1,9,32,43,0,0,0
1,7,30,14,1,0,1
1,8,61,49,0,0,0
1,8,60,67,0,0,0
1,8,42,58,1,0,2
0,12,43,86,0,0,0
0,12,29,32,0,0,0
0,12,58,48,0,0,0
1,8,47,72,0,0,0
0,14,45,64,0,0,0
1,9,63,46,0,0,0
0,14,63,50,0,0,0
0,11,52,84,1,0,1
0,12,66,55,0,0,0
0,13,69,51,0,0,0
0,18,59,68,0,0,0
5,16,57,70,1,0,1
0,18,69,51,0,0,0
0,14,36,43,0,0,0
0,14,57,44,0,0,0
0,20,39,58,0,0,0
0,20,60,55,0,0,0
0,21,59,64,0,0,0
0,14,47,54,0,0,0
0,22,60,50,0,0,0
0,15,48,80,0,0,0
0,5,60,83,1,1,0
0,16,50,54,0,0,0
0,16,55,45,0,0,0
0,16,42,90,0,0,0
0,9,39,55,0,0,0
0,9,23,26,0,0,0
0,9,21,24,0,0,0
5,21,42,81,0,0,0
0,16,69,77,0,0,0
0,17,53,55,0,0,0
6,0,33,59,0,0,0
6,0,86,71,1,0,1
6,10,42,80,1,0,1
6,10,31,56,0,0,0
0,18,36,47,0,0,0
6,11,59,64,0,0,0
6,13,53,46,0,0,0
0,18,61,66,0,0,0
0,18,60,65,0,0,0
0,20,63,50,1,0,1
0,20,42,93,1,0,1
0,20,32,53,1,0,1
6,14,43,58,0,0,0
6,14,71,50,0,0,0
0,22,50,54,0,0,0
0,23,64,77,1,0,1
6,14,51,53,0,0,0
6,14,58,97,0,0,0
6,14,41,74,0,0,0
6,14,55,89,0,0,0
6,14,19,26,0,0,0
0,3,88,60,1,0,1
6,15,60,58,0,0,0
0,8,63,48,0,0,0
0,8,55,69,0,0,0
6,17,26,52,0,0,0
6,17,37,64,0,0,0
0,8,24,27,0,0,0
0,9,84,67,0,0,0
6,18,47,71,0,0,0
6,18,59,46,0,0,0
0,9,50,81,0,0,0
0,4,76,56,1,0,1
0,4,87,59,1,0,1
6,10,46,67,0,0,0
6,10,88,58,1,0,1
6,10,46,90,1,0,1
0,8,36,52,0,0,0
0,8,51,43,0,0,0
0,8,60,79,0,0,0
6,11,46,52,0,0,0
6,20,59,66,0,0,0
6,14,14,19,0,0,0
6,8,48,48,0,0,0
6,8,64,52,0,0,0
6,8,45,64,0,0,0
6,0,42,70,1,0,3
6,0,42,70,1,0,3
6,15,45,65,1,0,5
6,15,34,60,0,0,0
5,10,62,61,0,0,0
5,10,34,24,0,0,0
5,10,46,55,0,0,0
6,16,45,64,0,0,0
5,11,62,83,0,0,0
5,11,74,55,0,0,0
6,19,88,63,0,0,0
5,13,64,48,0,0,0
6,20,88,75,0,0,0
5,14,58,48,0,0,0
6,14,45,85,0,0,0
6,15,84,61,0,0,0
6,15,96,72,0,0,0
6,21,30,49,1,0,4
6,22,36,62,0,0,0
6,22,79,75,1,0,2
6,9,54,87,0,0,0
5,18,32,41,0,0,0
5,12,62,89,0,0,0
5,12,54,90,0,0,0
5,12,64,53,0,0,0
5,12,57,48,0,0,0
5,12,66,49,0,0,0
5,10,61,45,0,0,0
5,10,52,60,0,0,0
5,1,59,49,0,0,0
5,1,57,46,0,0,0
4,20,46,46,0,0,0
5,11,87,62,0,0,0
5,21,33,58,0,0,0
5,21,60,50,1,0,1
5,22,41,92,0,0,0
5,17,43,80,0,0,0
5,19,66,48,0,0,0
5,14,93,74,0,0,0
5,4,48,78,0,0,0
5,15,44,47,0,0,0
5,15,60,86,0,0,0
5,7,66,55,0,0,0
5,7,46,78,1,0,1
5,15,75,55,1,0,1
4,11,29,52,0,0,0
4,11,80,75,1,0,1
5,18,84,57,0,0,0
4,13,39,63,0,0,0
5,0,43,66,1,0,1
5,0,85,57,1,0,1
5,19,39,55,0,0,0
5,19,54,57,0,0,0
4,15,53,43,1,0,1
4,15,61,58,0,0,0
4,15,55,89,0,0,0
5,21,55,63,0,0,0
4,16,43,93,1,0,4
4,16,47,73,0,0,0
5,12,87,77,0,0,0
5,2,57,47,0,0,0
4,17,24,59,0,0,0
5,5,61,70,1,0,1
4,18,21,20,1,0,2
5,8,52,56,1,0,1
5,8,77,75,0,0,0
4,19,28,90,0,0,0
4,19,53,58,0,0,0
4,20,55,48,0,0,0
4,22,89,73,0,0,0
4,22,41,54,0,0,0
4,22,72,57,0,0,0
4,22,65,77,0,0,0
4,11,75,56,0,0,0
4,23,57,48,0,0,0
5,18,56,56,1,0,1
4,8,45,47,0,0,0
4,14,61,61,0,0,0
3,10,42,67,1,0,1
3,10,51,75,0,0,0
4,16,62,62,0,0,0
3,13,75,55,1,0,1
4,16,66,53,0,0,0
3,14,62,55,0,0,0
3,17,34,41,1,0,1
3,17,62,95,0,0,0
3,17,53,87,1,0,1
4,19,89,74,0,0,0
3,17,54,76,0,0,0
2,0,82,69,1,0,4
3,18,43,59,0,0,0
3,18,81,56,0,0,0
3,7,53,94,0,0,0
4,7,44,83,0,0,0
3,8,64,52,0,0,0
4,13,53,75,0,0,0
4,13,14,13,0,0,0
4,8,78,59,0,0,0
4,8,34,41,0,0,0
4,8,45,59,0,0,0
2,0,70,54,1,0,3
2,0,54,47,0,0,0
2,0,64,53,0,0,0
2,0,50,51,1,0,1
2,0,51,44,0,0,0
2,10,57,67,0,0,0
4,15,79,73,0,0,0
4,15,39,57,0,0,0
3,10,63,84,0,0,0
3,10,59,95,0,0,0
3,10,46,74,0,0,0
2,11,26,86,0,0,0
2,11,59,49,1,0,1
2,11,65,47,0,0,0
4,15,28,32,0,0,0
4,15,78,65,0,0,0
2,14,50,60,0,0,0
2,14,63,47,0,0,0
3,12,59,47,0,0,0
2,15,45,44,1,0,2
2,16,24,29,1,0,1
2,16,91,62,0,0,0
3,14,46,68,0,0,0
2,17,46,54,0,0,0
5,17,47,57,1,0,1
5,18,35,60,0,0,0
5,18,87,60,0,0,0
5,18,51,65,0,0,0
5,18,47,79,0,0,0
5,18,87,61,1,0,1
5,18,52,46,0,0,0
5,18,41,86,0,0,0
4,18,85,84,1,0,2
4,18,49,81,1,0,2
4,18,84,67,1,0,1
3,15,49,58,0,0,0
3,15,29,51,0,0,0
3,15,48,55,1,0,1
3,15,67,49,0,0,0
3,15,79,71,0,0,0
3,15,54,46,0,0,0
3,15,46,69,1,0,1
1,9,60,47,0,0,0
3,16,30,59,0,0,0
2,21,47,50,0,0,0
3,17,63,81,0,0,0
2,23,23,23,1,0,1
2,23,63,53,0,0,0
2,6,85,62,1,0,1
3,19,61,89,0,0,0
3,19,66,53,0,0,0
2,9,65,49,0,0,0
3,22,44,50,0,0,0
1,10,63,87,0,0,0
1,10,55,82,0,0,0
3,23,41,65,1,0,1
3,23,56,50,0,0,0
1,11,51,47,0,0,0
1,11,46,50,0,0,0
1,7,55,57,0,0,0
3,8,76,58,0,0,0
1,14,64,50,0,0,0
3,12,66,54,0,0,0
3,12,21,21,0,0,0
3,8,43,59,0,0,0
3,9,81,59,0,0,0
3,9,61,47,0,0,0
3,9,37,47,1,0,1
1,15,65,78,1,0,1
3,12,83,58,0,0,0
1,15,64,77,0,0,0
3,13,83,75,0,0,0
2,10,50,65,0,0,0
1,16,60,51,0,0,0
1,16,83,65,0,0,0
2,11,36,49,0,0,0
2,12,92,76,0,0,0
1,18,49,54,1,0,1
1,18,43,62,0,0,0
1,18,63,49,0,0,0
1,13,37,42,0,0,0
3,15,45,45,0,0,0
1,19,25,47,0,0,0
1,19,54,47,0,0,0
1,1,29,90,0,0,0
6,19,67,63,0,0,0
3,17,53,76,0,0,0
2,14,56,64,0,0,0
2,14,53,77,0,0,0
2,15,67,63,0,0,0
2,15,48,71,0,0,0
1,2,79,73,0,0,0
1,3,45,67,0,0,0
1,3,51,68,1,0,1
2,15,78,69,0,0,0
2,16,78,62,0,0,0
1,7,30,55,0,0,0
1,7,51,61,0,0,0
2,16,56,65,0,0,0
2,16,58,59,1,0,1
1,8,59,67,0,0,0
1,8,55,48,0,0,0
1,8,64,53,0,0,0
3,18,61,50,0,0,0
2,17,63,81,0,0,0
1,9,35,59,0,0,0
5,10,55,74,1,0,1
3,23,35,62,0,0,0
2,18,48,48,0,0,0
0,11,64,51,0,0,0
2,19,89,66,1,0,1
0,11,48,71,0,0,0
0,11,50,48,0,0,0
5,14,39,54,0,0,0
2,20,74,56,0,0,0
2,20,25,48,0,0,0
0,12,65,54,0,0,0
0,12,26,62,0,0,0
0,12,28,47,0,0,0
0,13,52,54,0,0,0
2,3,45,64,0,0,0
2,3,65,48,0,0,0
0,14,63,49,0,0,0
0,14,53,86,0,0,0
2,12,42,91,0,0,0
5,18,29,22,1,0,1
2,8,60,94,1,0,2
0,16,79,59,0,0,0
1,10,55,92,0,0,0
0,18,75,53,0,0,0
4,18,41,49,1,0,1
0,21,39,53,1,0,1
2,16,54,48,1,0,2
2,16,39,70,0,0,0
1,13,24,54,0,0,0
1,13,43,88,0,0,0
1,13,29,60,0,0,0
0,5,44,88,1,0,1
0,5,46,66,1,0,1
0,6,54,46,0,0,0
0,7,49,79,0,0,0
2,16,46,46,0,0,0
2,16,81,69,0,0,0
2,16,48,52,0,0,0
1,14,50,49,0,0,0
1,14,43,49,0,0,0
1,14,66,47,0,0,0
1,14,64,61,0,0,0
0,7,44,60,1,0,1
4,10,63,48,0,0,0
1,14,82,57,0,0,0
0,8,54,44,0,0,0
0,8,29,19,1,0,2
0,8,17,19,0,0,0
0,8,45,52,1,0,1
1,16,90,71,0,0,0
0,9,37,55,0,0,0
6,0,61,67,1,0,1
6,0,87,62,0,0,0
1,17,43,60,0,0,0
1,17,54,44,0,0,0
6,11,46,50,0,0,0
6,12,19,28,0,0,0
2,21,54,54,0,0,0
1,18,75,54,1,0,2
1,19,58,71,0,0,0
1,19,63,74,0,0,0
6,14,42,59,0,0,0
6,14,94,70,0,0,0
6,15,53,53,0,0,0
6,15,51,54,0,0,0
1,20,49,53,0,0,0
6,15,42,65,0,0,0
1,22,88,70,0,0,0
6,16,62,47,0,0,0
1,8,42,54,0,0,0
6,18,64,68,0,0,0
6,19,42,90,0,0,0
1,10,47,50,0,0,0
0,10,42,89,0,0,0
6,1,28,51,0,0,0
6,1,64,76,0,0,0
6,1,46,76,1,0,2
6,1,26,46,0,0,0
0,12,41,65,0,0,0
6,21,58,60,0,0,0
1,12,59,63,0,0,0
0,12,60,97,0,0,0
6,22,26,53,0,0,0
6,22,45,53,0,0,0
6,2,67,54,0,0,0
3,12,62,48,0,0,0
0,14,42,46,0,0,0
6,5,45,63,1,0,2
0,15,69,51,0,0,0
0,15,64,48,0,0,0
6,8,37,63,0,0,0
6,9,65,51,0,0,0
0,16,51,68,0,0,0
5,10,34,27,0,0,0
5,10,62,77,0,0,0
3,15,40,87,0,0,0
3,15,67,53,0,0,0
3,15,49,54,0,0,0
3,15,57,67,0,0,0
3,15,49,46,0,0,0
3,15,48,47,1,0,1
0,17,91,72,0,0,0
5,11,56,67,0,0,0
0,18,63,48,0,0,0
5,12,65,53,0,0,0
1,17,69,56,0,0,0
1,18,58,54,0,0,0
0,19,65,51,0,0,0
5,13,85,62,0,0,0
5,13,64,51,0,0,0
5,13,61,65,0,0,0
0,20,55,48,0,0,0
5,14,66,62,0,0,0
5,14,62,77,0,0,0
5,14,50,83,1,0,1
5,15,57,61,0,0,0
3,18,47,84,0,0,0
6,16,56,90,0,0,0
0,7,35,54,0,0,0
0,7,41,63,1,0,1
5,16,69,50,1,0,1
5,16,63,77,0,0,0
5,16,43,55,0,0,0
5,16,65,51,0,0,0
0,8,15,20,0,0,0
5,17,81,66,0,0,0
0,9,64,48,0,0,0
0,9,58,92,0,0,0
5,18,43,87,0,0,0
5,18,65,66,0,0,0
6,10,35,41,0,0,0
6,10,67,53,0,0,0
5,19,23,48,0,0,0
5,19,26,89,1,0,3
0,0,24,51,0,0,0
6,11,57,55,0,0,0
5,1,63,52,0,0,0
5,20,58,73,0,0,0
3,8,56,69,0,0,0
6,13,29,56,1,0,1
6,13,44,64,1,0,7
5,22,46,55,0,0,0
5,22,37,64,0,0,0
5,22,67,50,0,0,0
5,22,69,49,0,0,0
6,14,59,98,0,0,0
5,23,23,49,0,0,0
5,0,43,80,0,0,0
0,14,82,66,1,0,1
6,14,40,61,1,0,3
5,8,63,72,0,0,0
5,8,64,77,0,0,0
5,8,77,64,0,0,0
0,15,42,50,0,0,0
0,15,64,49,0,0,0
0,15,72,58,0,0,0
0,15,63,67,0,0,0
6,15,26,84,0,0,0
6,15,53,46,0,0,0
0,15,57,63,0,0,0
0,15,53,84,0,0,0
6,16,64,49,0,0,0
6,16,66,62,0,0,0
4,10,74,62,0,0,0
4,10,87,66,0,0,0
4,10,62,46,0,0,0
4,10,63,47,0,0,0
6,16,51,61,0,0,0
6,16,51,90,0,0,0
4,11,54,48,0,0,0
4,11,65,61,0,0,0
4,11,59,44,0,0,0
5,11,67,53,0,0,0
0,15,56,47,1,0,1
6,17,28,89,1,0,1
4,11,48,52,0,0,0
4,11,23,49,0,0,0
4,12,85,70,0,0,0
6,18,59,47,0,0,0
6,19,35,41,0,0,0
4,13,82,57,0,0,0
6,20,64,49,0,0,0
4,14,68,53,0,0,0
6,3,44,66,0,0,0
6,3,45,48,0,0,0
4,15,35,59,0,0,0
4,15,60,77,0,0,0
6,8,96,73,0,0,0
4,17,64,77,0,0,0
4,18,30,49,0,0,0
4,18,62,48,1,0,1
5,11,80,55,0,0,0
4,19,30,44,0,0,0
5,12,63,74,0,0,0
4,20,85,63,1,0,1
6,10,8,3,0,0,0
6,10,30,57,0,0,0
5,13,18,16,1,0,1
5,13,70,85,1,0,4
5,13,56,55,0,0,0
4,21,52,45,0,0,0
4,21,36,42,0,0,0
4,21,33,29,0,0,0
5,13,15,15,0,0,0
4,23,31,48,0,0,0
4,23,55,46,0,0,0
4,23,60,48,0,0,0
2,9,64,56,0,0,0
4,5,45,64,0,0,0
5,15,85,64,1,0,1
4,8,49,57,0,0,0
4,8,48,47,1,0,1
5,16,54,83,0,0,0
4,9,62,51,0,0,0
5,17,53,83,0,0,0
3,10,61,49,0,0,0
4,10,82,75,0,0,0
5,17,37,58,1,0,5
5,18,44,54,0,0,0
3,11,28,63,0,0,0
3,11,45,49,1,0,1
3,11,79,60,0,0,0
3,11,64,52,1,0,1
5,18,59,95,1,0,2
3,11,47,55,0,0,0
5,20,72,57,1,0,5
5,20,53,57,0,0,0
3,15,42,87,0,0,0
3,15,58,68,0,0,0
4,13,81,69,0,0,0
5,22,71,55,0,0,0
5,22,87,63,0,0,0
3,16,43,93,1,0,3
3,16,56,83,0,0,0
3,16,73,62,0,0,0
5,23,52,64,0,0,0
3,16,75,65,0,0,0
5,4,89,73,0,0,0
3,17,42,47,0,0,0
3,17,45,54,0,0,0
4,16,63,77,0,0,0
5,7,60,60,1,0,1
5,8,59,49,0,0,0
3,18,38,53,0,0,0
3,18,81,65,0,0,0
3,18,29,51,0,0,0
3,18,59,70,0,0,0
5,9,27,47,1,0,1
5,9,64,58,0,0,0
3,19,46,74,0,0,0
3,19,61,47,0,0,0
3,19,42,87,0,0,0
5,11,18,9,0,0,0
3,21,34,47,1,0,1
3,2,63,84,0,0,0
4,12,76,55,0,0,0
4,19,57,67,0,0,0
4,12,54,46,0,0,0
4,12,75,54,0,0,0
2,12,53,44,0,0,0
3,8,63,72,0,0,0
3,8,53,92,1,0,1
3,8,24,76,1,0,4
3,8,44,94,1,0,2
3,8,41,61,1,0,8
3,8,87,65,0,0,0
4,14,28,33,0,0,0
3,9,60,77,0,0,0
5,21,35,63,0,0,0
5,21,29,49,1,0,1
4,16,25,52,0,0,0
4,16,29,53,0,0,0
4,16,58,48,0,0,0
2,13,55,44,0,0,0
2,13,63,51,0,0,0
2,13,72,56,0,0,0
4,16,63,68,0,0,0
4,16,70,86,0,0,0
2,13,80,68,0,0,0
2,13,52,59,0,0,0
4,17,75,56,0,0,0
2,15,93,79,0,0,0
2,15,51,61,0,0,0
4,18,25,28,1,0,1
2,17,43,79,1,0,1
1,17,63,47,0,0,0
1,17,65,51,0,0,0
1,17,60,57,0,0,0
1,17,26,85,0,0,0
1,17,21,29,0,0,0
1,17,37,41,0,0,0
1,17,59,60,0,0,0
1,17,56,83,0,0,0
3,10,49,58,0,0,0
4,19,80,56,1,0,1
4,19,64,81,0,0,0
2,18,52,55,0,0,0
2,18,64,49,0,0,0
2,18,62,58,0,0,0
2,18,73,58,0,0,0
2,19,63,49,0,0,0
4,20,53,56,1,0,1
2,21,29,30,0,0,0
2,21,63,48,1,0,1
4,14,44,82,0,0,0
4,22,41,58,0,0,0
4,22,59,55,0,0,0
2,2,49,47,0,0,0
2,3,82,69,1,0,4
2,3,35,42,1,0,1
2,3,67,60,0,0,0
4,14,65,60,0,0,0
4,14,52,56,1,0,1
4,4,48,54,0,0,0
4,4,42,90,1,1,0
4,5,63,46,0,0,0
2,8,37,63,0,0,0
2,8,62,49,0,0,0
2,8,34,44,0,0,0
2,8,49,72,0,0,0
4,7,63,85,0,0,0
4,7,64,54,0,0,0
2,8,71,52,0,0,0
2,9,95,64,0,0,0
2,9,49,49,0,0,0
4,9,60,96,0,0,0
4,9,29,53,0,0,0
1,10,64,69,0,0,0
1,10,57,44,1,0,1
3,10,30,28,0,0,0
1,11,46,71,0,0,0
3,11,57,49,1,0,1
1,13,54,80,0,0,0
6,12,64,52,0,0,0
6,12,45,91,0,0,0
3,13,61,67,0,0,0
1,15,70,73,0,0,0
1,15,23,28,1,0,1
4,19,45,54,0,0,0
4,1,54,46,0,0,0
3,14,45,75,0,0,0
3,14,69,49,0,0,0
3,14,65,47,0,0,0
3,14,38,55,1,0,1
1,16,79,66,0,0,0
1,16,54,46,0,0,0
1,17,65,47,0,0,0
1,17,32,42,0,0,0
3,15,50,60,0,0,0
1,17,35,51,0,0,0
1,17,58,69,0,0,0
6,16,36,42,0,0,0
1,18,69,55,0,0,0
3,16,56,80,0,0,0
1,19,60,50,1,0,1
4,23,37,55,0,0,0
4,23,56,73,1,0,1
3,18,64,86,0,0,0
3,18,51,83,0,0,0
3,18,13,4,0,0,0
1,20,90,68,0,0,0
1,20,64,51,0,0,0
1,20,89,69,0,0,0
3,18,62,59,0,0,0
1,21,60,47,1,0,1
1,21,47,48,1,0,1
4,8,62,70,0,0,0
4,8,90,67,0,0,0
3,19,37,55,0,0,0
3,19,38,64,0,0,0
3,19,65,59,0,0,0
1,4,64,51,0,0,0
1,4,49,75,0,0,0
1,5,49,76,0,0,0
3,10,53,67,1,0,1
3,11,30,18,0,0,0
3,4,62,55,0,0,0
1,9,64,46,0,0,0
1,9,59,83,0,0,0
1,9,42,58,0,0,0
1,9,21,26,0,0,0
1,9,30,45,0,0,0
3,7,48,54,0,0,0
1,9,64,47,0,0,0
5,0,50,95,0,0,0
3,8,30,25,0,0,0
3,8,76,67,0,0,0
0,10,29,22,1,0,1
0,10,43,55,0,0,0
3,9,44,56,0,0,0
0,11,44,66,0,0,0
0,12,69,56,0,0,0
2,0,61,67,0,0,0
0,12,71,52,0,0,0
2,11,84,62,0,0,0
0,13,74,57,1,0,1
2,12,42,55,0,0,0
2,12,62,95,0,0,0
0,15,51,78,1,0,1
0,15,64,53,0,0,0
2,14,68,55,0,0,0
0,18,33,41,0,0,0
2,15,64,61,0,0,0
2,15,40,88,0,0,0
0,19,47,73,1,0,1
0,19,42,86,0,0,0
0,19,61,89,0,0,0
5,21,43,54,0,0,0
2,16,56,83,1,0,1
0,21,81,57,0,0,0
0,9,80,75,1,0,1
6,11,46,46,0,0,0
6,11,65,60,0,0,0
2,10,38,51,0,0,0
2,10,53,83,0,0,0
2,10,65,51,0,0,0
2,22,48,94,0,0,0
2,22,24,53,1,0,1
2,22,61,65,0,0,0
2,12,22,27,0,0,0
2,8,53,44,0,0,0
6,14,31,31,0,0,0
6,14,75,66,1,0,1
6,14,64,69,1,0,1
2,9,61,55,0,0,0
6,15,43,47,0,0,0
6,16,43,58,0,0,0
1,11,59,80,0,0,0
6,19,58,57,1,0,4
6,19,61,70,1,0,1
6,19,63,47,0,0,0
2,18,45,59,0,0,0
2,18,74,54,0,0,0
1,13,69,55,0,0,0
1,13,59,58,0,0,0
1,13,87,63,1,0,1
6,4,36,59,1,0,1
6,4,82,78,0,0,0
6,4,60,59,1,0,2
6,9,54,77,0,0,0
1,12,62,64,0,0,0
1,14,60,45,0,0,0
6,9,60,96,0,0,0
6,9,65,52,0,0,0
6,9,64,57,0,0,0
1,15,50,75,0,0,0
5,10,41,65,0,0,0
2,22,90,64,0,0,0
2,22,65,54,0,0,0
1,16,49,61,0,0,0
5,11,72,57,1,0,1
5,11,41,48,0,0,0
5,11,62,47,0,0,0
5,11,92,77,0,0,0
1,14,73,56,0,0,0
1,17,55,48,0,0,0
1,17,55,46,0,0,0
5,12,73,53,0,0,0
5,12,70,57,0,0,0
5,12,65,81,0,0,0
2,7,64,49,0,0,0
1,18,51,89,0,0,0
5,14,82,59,1,0,3
1,19,42,53,1,0,2
5,15,73,53,0,0,0
5,15,30,48,1,0,1
5,15,37,52,0,0,0
5,15,43,58,0,0,0
1,19,77,53,0,0,0
5,16,61,48,0,0,0
4,9,53,47,1,0,1
1,22,84,73,1,0,2
5,18,47,58,0,0,0
1,8,44,63,1,0,2
1,8,56,56,0,0,0
